MedInc,HouseAge,AveRooms,AveBedrms,Population,Latitude,Longitude,target
1.4861,49,4.602272727,1.068181818,570,37.83,-122.27,0.972
1.0972,48,4.807486631,1.155080214,987,37.83,-122.27,1.045
1.7348,43,3.980237154,1.233201581,558,37.82,-122.27,1.375
1.775,40,2.6875,1.065340909,700,37.82,-122.27,1.125
0.9218,21,2.0456621,1.034246575,735,37.82,-122.27,1.719
1.5045,43,4.58968059,1.12039312,1061,37.82,-122.27,0.938
1.1108,41,4.473611111,1.184722222,1959,37.82,-122.27,0.975
1.2475,52,4.075,1.14,1162,37.82,-122.27,1.042
1.1667,52,3.75,1,183,37.81,-122.27,1.125
0.977,40,2.315789474,1.186842105,582,37.81,-122.27,1.188
0.76,10,2.651515152,1.054545455,546,37.81,-122.27,1.625
0.9722,10,2.692307692,1.076923077,125,37.8,-122.27,1.375
1.2434,52,2.929411765,0.917647059,396,37.8,-122.27,5.00001
2.0938,16,2.745856354,1.082872928,800,37.8,-122.27,1.625
2.6354,27,3.493377483,1.149006623,718,37.79,-122.27,1.875
1.8477,39,3.672376874,1.334047109,1327,37.8,-122.27,1.792
5.6228,42,6.4453125,1.0703125,645,37.9,-122.27,3.754
7.9556,52,7.56,0.992727273,684,37.9,-122.27,3.744
6.174,52,7.639830508,1.016949153,572,37.9,-122.27,3.588
6.9414,52,8.067193676,1.067193676,671,37.9,-122.27,4.175
8.8342,52,8.345205479,1.021917808,975,37.89,-122.27,4.305
7.266,52,7.436619718,1.030985915,973,37.89,-122.27,3.711
5.3989,52,7.272058824,1.077205882,723,37.89,-122.27,3.356
4.2813,52,5.410628019,1.043478261,1232,37.88,-122.27,2.849
3.5417,52,4.613079019,1.065395095,669,37.88,-122.27,2.875
3.0132,44,4.094545455,1.076363636,989,37.88,-122.27,2.729
2.1907,52,3.199771689,1.061643836,1372,37.88,-122.27,2.714
1.7778,30,3.447058824,1.032941176,862,37.87,-122.27,2.688
2.52,37,4.251623377,1.107142857,1152,37.88,-122.27,2.778
1.7464,35,3.218,1.108,1675,37.87,-122.27,2.167
2.8846,49,3.857142857,1.051428571,707,37.87,-122.27,2.113
2.7372,52,4.443804035,1.005763689,1424,37.87,-122.27,2.102
2.5417,49,4.956521739,1.050724638,924,37.86,-122.27,1.827
2.6071,52,4.074906367,1.142322097,486,37.86,-122.27,2.5
3.15,52,4.765714286,1.062857143,494,37.86,-122.27,2.063
2.6914,52,4.846575342,1.019178082,849,37.86,-122.27,2.188
1.8447,52,4.209854015,1.063868613,1127,37.86,-122.27,1.982
2.7054,52,5.001226994,1.128834356,1800,37.85,-122.27,1.823
2.2431,47,6.371165644,1.226993865,719,37.85,-122.27,1.727
1.9028,50,5.015686275,1.176470588,675,37.85,-122.27,1.508
1.5817,52,5.438016529,1.173553719,875,37.85,-122.27,1.536
2.2841,52,4.350649351,1.077922078,152,37.85,-122.27,1.063
1.3785,47,4.310344828,0.962382445,843,37.85,-122.27,1.423
2.6806,52,5.313207547,1.056603774,718,37.78,-122.27,2.079
3.7708,52,4.611320755,0.996226415,630,37.78,-122.27,2.153
3.9444,45,4.087412587,0.91958042,723,37.78,-122.27,2.129
5.2601,13,4.156378601,1.100823045,959,37.78,-122.27,2.927
5.5337,52,5.188940092,0.894009217,1033,37.77,-122.27,3.72
4.1667,52,4.768595041,1.038567493,872,37.77,-122.27,2.258
2.7115,52,3.741794311,1.052516411,849,37.77,-122.27,2.208
3.3269,52,4.61003861,1.079150579,1121,37.77,-122.27,2.345
3.2689,31,4.40929878,1.051067073,2973,37.73,-122.27,2.31
3.6875,28,4.655660377,1.047169811,2974,37.74,-122.27,3.539
4.7695,23,4.93397046,1.103388358,2690,37.77,-122.27,2.917
2.3103,47,4.529569892,1.088709677,835,38.04,-122.27,1.345
5.8899,16,6.787586207,1.016551724,2312,37.99,-122.27,2.432
6.0289,23,7.289029536,1.010548523,1375,37.98,-122.27,2.186
5.8418,15,6.831460674,0.93258427,572,38,-122.27,2.403
6.1576,12,6.832618026,1.038626609,969,38,-122.27,2.487
6.0666,10,6.526518392,0.973053892,7266,37.97,-122.27,2.724
6.3669,47,6.52027027,1.064189189,692,37.91,-122.27,3.155
2.8409,36,4.901694915,1.037288136,678,38.29,-122.27,1.53
3.3021,20,5,1.027131783,2088,38.29,-122.27,1.527
2.6618,37,3.874172185,1.003311258,766,38.28,-122.27,1.362
1.9946,31,4.265993266,1.074074074,545,38.32,-122.27,2.068
2.9054,44,5.206185567,1.012027491,1373,38.31,-122.27,1.552
3.1563,18,6.235294118,1.193277311,343,38.68,-122.27,0.984
4.4,22,6.582524272,1.330097087,336,38.53,-122.27,1.425
6.7474,16,6.276539974,1.069462647,1840,37.55,-122.27,3.382
8.1221,15,6.894366197,0.992957746,811,37.55,-122.27,4.833
4.9434,17,3.954433498,1.043103448,1553,37.56,-122.27,2.921
5.6936,5,4.586206897,1.098788444,1810,37.56,-122.27,3.222
6.035,5,5.431472081,1.065989848,990,37.54,-122.27,4.388
7.3644,16,7.02513465,1.014362657,1752,37.54,-122.27,4.197
8.9083,15,6.947712418,1.013071895,905,37.54,-122.27,5.00001
3.5,43,4.507874016,0.905511811,586,37.53,-122.27,2.674
3.7,35,4.491452991,1.106837607,517,37.52,-122.27,3.397
5.8964,36,5.932489451,0.945147679,598,37.51,-122.27,4.148
4.5075,39,5.250985545,1.042049934,1744,37.51,-122.27,3.649
8.5184,26,6.759541985,0.967557252,1392,37.48,-122.27,5.00001
6.7058,44,6.335429769,0.991614256,1235,37.47,-122.27,4.959
6.3824,41,5.424836601,0.888888889,353,37.45,-122.27,5.00001
15.0001,33,7.446511628,1.037209302,629,37.43,-122.27,5.00001
5.3951,37,5.142011834,1.053254438,1346,37.32,-122.27,2.777
5.1002,30,5.501992032,1.1812749,1581,37.24,-122.27,3.194
2.875,17,5.486618005,1.01216545,1171,40.53,-122.27,1.298
2.2768,14,5.132553606,1.033138402,1324,40.46,-122.27,0.786
1.3571,26,4.492647059,1.034313725,939,40.39,-122.27,0.59
2.1898,40,5.915407855,1.166163142,725,41.23,-122.27,0.655
1.5923,52,5.537423313,1.208588957,1926,41.2,-122.27,0.56
2.6937,45,5.060640732,1.145308924,2109,38.12,-122.27,1.118
2.7375,42,5.137560976,1.138536585,3124,38.12,-122.27,1.2
2.0804,42,4.294117647,1.117647059,1206,37.84,-122.26,2.267
3.2031,52,5.47761194,1.07960199,910,37.85,-122.26,2.815
3.2705,52,4.772479564,1.024523161,1504,37.85,-122.26,2.418
3.075,52,5.322649573,1.012820513,1098,37.85,-122.26,2.135
2.6736,52,4,1.097701149,345,37.84,-122.26,1.913
1.9167,52,4.262903226,1.009677419,1212,37.85,-122.26,1.592
2.125,50,4.242424242,1.071969697,697,37.85,-122.26,1.4
1.9911,50,5.343675418,1.085918854,990,37.84,-122.26,1.587
3.48,52,4.757281553,1.067961165,689,37.83,-122.26,1.914
2.5898,52,3.494252874,1.027298851,1377,37.83,-122.26,1.76
2.0978,52,4.215189873,1.060759494,946,37.83,-122.26,1.554
1.2852,51,3.759036145,1.248995984,517,37.83,-122.26,1.5
1.025,49,3.772486772,1.068783069,462,37.84,-122.26,1.188
3.9643,52,4.797979798,1.02020202,467,37.84,-122.26,1.888
3.0125,52,4.941780822,1.065068493,660,37.83,-122.26,1.844
2.6768,52,4.335078534,1.09947644,718,37.83,-122.26,1.823
2.026,50,3.700657895,1.059210526,616,37.83,-122.26,1.425
0.9506,40,3.9,1.21875,423,37.82,-122.26,1.875
2.0096,36,2.294016358,1.066293586,3469,37.8,-122.26,1.3
2.8345,31,3.894915254,1.127966102,2048,37.82,-122.26,1.838
2.0062,29,3.681318681,1.175824176,202,37.81,-122.26,1.25
1.2185,22,2.9456,1.016,2024,37.82,-122.26,1.7
2.6104,37,3.707142857,1.107142857,1838,37.82,-122.26,1.931
2.8406,34,3.281721632,1.069871437,2689,37.81,-122.26,3.357
1.6929,20,3.51035503,1.152366864,1659,37.8,-122.26,1.15
7.8864,52,6.690972222,0.96875,705,37.9,-122.26,3.573
7.8336,37,6.132596685,0.925414365,903,37.9,-122.26,3.713
6.381,52,6.662337662,1.069264069,1005,37.89,-122.26,3.422
6.6828,52,7.353174603,1.053571429,1205,37.89,-122.26,3.709
6.2425,52,6.314356436,1.032178218,894,37.88,-122.26,3.918
5.7979,52,5.981432361,1.087533156,823,37.88,-122.26,4.153
4.2788,52,4.614457831,1.024096386,483,37.88,-122.26,3.325
2.944,52,4.12390925,1.054101222,1558,37.88,-122.26,3.389
1.725,52,3.386215865,1.088426528,1798,37.88,-122.26,2.875
1.4012,52,3.105714286,1.06,3337,37.87,-122.26,1.75
1.1859,52,2.922023182,1.051633298,1721,37.87,-122.26,2.417
1.6307,35,2.962686567,1.001148106,3276,37.86,-122.26,2.536
2.9044,52,4.404282116,1.047858942,1493,37.86,-122.26,2.574
2.9405,52,5.558173785,1.095729013,1461,37.86,-122.26,2.895
3.3893,52,5.36802974,1.12267658,1253,37.86,-122.26,2.417
3.2619,52,4.79205298,1.017218543,1508,37.85,-122.26,3.096
3.3438,52,4.663461538,1.043269231,528,37.78,-122.26,2.013
2.9213,52,4.837962963,1.106481481,496,37.78,-122.26,1.908
2.9732,52,5.585284281,1.170568562,793,37.77,-122.26,2.821
4.7778,52,5.269360269,1.060606061,637,37.77,-122.26,3.518
4.226,52,5.011764706,1.091176471,663,37.77,-122.26,2.75
3.3571,52,7.034883721,0.976744186,411,37.77,-122.26,4.054
2.9899,52,5.07748184,1.075060533,915,37.77,-122.26,2.281
2.875,52,3.874213836,1.004192872,921,37.77,-122.26,2.34
4.4474,25,6.342776204,1.02266289,928,38.03,-122.26,2.037
3.9345,41,5.663194444,0.979166667,752,38.03,-122.26,1.502
2.694,41,5.233333333,1.122916667,1179,38.04,-122.26,1.23
5.1178,28,5.839541547,0.94269341,947,37.98,-122.26,1.98
5.0473,5,5.37150838,1.097765363,2053,38.02,-122.26,1.848
4.2269,14,5.874371859,0.98241206,1003,38,-122.26,1.705
5.2375,6,7.450549451,1.142857143,318,38,-122.26,2.464
6.2073,5,7.184633028,1.041284404,3326,38,-122.26,2.729
6.5799,10,5.383333333,0.888888889,482,38.29,-122.26,2.181
4.5,24,5.628230616,0.998011928,1462,38.28,-122.26,1.583
5.2444,33,6.753363229,1.052316891,1776,38.31,-122.26,2.811
4.0337,23,6.094420601,1.053648069,1586,38.16,-122.26,1.304
6.9931,25,10.17318436,1.921787709,349,38.36,-122.26,3.988
5.815,34,7.670411985,1.183520599,780,38.33,-122.26,3.392
2.1979,22,6.97260274,1.410958904,139,38.57,-122.26,1.528
5.9572,17,5.670384139,1.008674102,1941,37.55,-122.26,4.438
4.7045,17,3.237745098,1.041666667,683,37.55,-122.26,5.00001
7.2477,16,6.660377358,1.047169811,770,37.54,-122.26,3.76
5.3247,13,7.292307692,1.512820513,395,37.54,-122.26,3.278
9.1415,5,7.205298013,0.975717439,1607,37.54,-122.26,5.00001
6.9635,5,4.385638298,1.031914894,779,37.54,-122.26,4.173
5.6683,23,5.610939908,1.033898305,3399,37.56,-122.26,3.91
6.5948,23,6.673622705,1.046744574,3484,37.57,-122.26,4.04
3.0833,34,3.076433121,0.834394904,291,37.52,-122.26,2.563
5.3264,46,4.941176471,1.095588235,351,37.51,-122.26,2.581
2.7075,29,3.612682927,1.048780488,1611,37.51,-122.26,3.238
3.6111,24,4.550295858,1.00591716,842,37.5,-122.26,3.415
3.7045,52,4.720430108,1,393,37.5,-122.26,3.605
5.6271,44,6.262780269,1.014349776,2818,37.5,-122.26,3.748
5.6038,34,6.626488095,1.014880952,1805,37.48,-122.26,4.513
7.0001,26,6.960164835,1.03021978,1996,37.46,-122.26,5.00001
6.2007,4,5.769570011,1.222712238,1690,37.53,-122.26,3.118
5.9285,17,6.513064133,1.047505938,986,37.45,-122.26,4.96
7.8633,28,7.162337662,1.064935065,415,37.38,-122.26,5.00001
3.9762,14,5.796803653,1.063926941,1271,40.58,-122.26,1.385
2.1607,17,5.74695122,1.067073171,953,41.66,-122.26,0.614
1.3007,24,3.142487047,1.023316062,699,38.1,-122.26,0.946
1.1835,30,3.350505051,1.068686869,1794,38.1,-122.26,1.333
1.9667,52,4.087628866,1.113402062,505,38.11,-122.26,0.938
1.7411,52,5.43554007,1.229965157,670,38.11,-122.26,0.984
2.6708,52,4.86389414,1.207939509,1238,38.11,-122.26,1.097
3.1025,28,4.854460094,1.148669797,1623,38.12,-122.26,1.037
4.0515,26,5.291845494,0.959942775,2388,38.15,-122.26,1.219
4.0156,34,5.471590909,0.903409091,392,38.14,-122.26,1.347
4.5053,16,5.766176471,1.069117647,2830,38.15,-122.26,1.237
1.6368,28,4.357446809,1.120567376,1375,38.13,-122.26,0.912
2.0425,35,5.556306306,1.056306306,1194,40.19,-122.26,0.637
5.6431,52,5.817351598,1.073059361,558,37.85,-122.25,3.413
3.8462,52,6.281853282,1.081081081,565,37.85,-122.25,3.422
4.0368,52,4.761658031,1.103626943,413,37.85,-122.25,2.697
3.6591,52,4.931906615,0.951361868,1094,37.84,-122.25,2.992
3.12,52,4.797527048,1.061823802,1157,37.84,-122.25,2.414
3.6912,52,4.970588235,0.990196078,1551,37.84,-122.25,2.611
2.4912,29,3.7248,1.1312,2304,37.81,-122.25,2.578
3.2177,28,3.878423514,1.070808283,2563,37.81,-122.25,2.734
3.125,39,3.745614035,1.061403509,389,37.81,-122.25,2.375
2.5795,52,3.515497553,1.143556281,895,37.81,-122.25,3.5
3.1691,52,4.165876777,1.090047393,686,37.81,-122.25,2.594
3.9063,28,4.16084788,1.066084788,1520,37.82,-122.25,2.25
5.0917,52,5.628458498,1.14229249,550,37.82,-122.25,2.625
2.6429,32,3.727005871,1.074363992,1806,37.82,-122.25,2.185
3.0233,26,3.253081348,0.982744454,1749,37.82,-122.25,2.55
3.1484,52,4.578034682,1.077071291,939,37.83,-122.25,2.241
3.4722,35,3.822274882,1.014218009,675,37.83,-122.25,2.431
3.1429,52,4.395189003,0.986254296,534,37.83,-122.25,2.316
2.4234,28,3.023479831,1.053582179,2558,37.83,-122.25,2.185
3.0897,52,4.040501446,1.06557377,1786,37.83,-122.25,2.341
3.0149,52,4.276639344,1.045081967,1197,37.8,-122.25,2.184
3.225,46,4.326639893,1.117804552,1373,37.81,-122.25,2.188
2.9345,42,4.0591133,1.049261084,1715,37.8,-122.25,2.25
2.1429,43,3.274238227,1.096952909,1359,37.8,-122.25,2.5
1.6121,41,3.561743341,1.13559322,1062,37.8,-122.25,1.714
1.3929,29,3.192755498,1.117723157,1335,37.8,-122.25,1.938
1.7772,45,3.882608696,1.143478261,1475,37.79,-122.25,0.975
2.6458,50,3.209183673,0.959183673,742,37.79,-122.25,1.25
2.181,52,3.688705234,1.077134986,1086,37.79,-122.25,1.388
2.2303,36,3.090239411,1.116022099,1645,37.8,-122.25,1.167
1.6504,43,3.639751553,1.004658385,1710,37.8,-122.25,1.518
2.1,51,3.181818182,0.781818182,228,37.79,-122.25,0.75
1.6,39,3.74796748,1.048780488,381,37.79,-122.25,1.125
3.625,52,3.973568282,1.044052863,846,37.79,-122.25,1.25
6.1593,41,6.215469613,1.077348066,356,37.89,-122.25,3.44
7.5385,37,6.666666667,1.015555556,987,37.89,-122.25,3.5
6.7138,42,6.390625,1.026785714,1031,37.89,-122.25,3.686
5.2289,41,5.569105691,1.146341463,266,37.87,-122.25,3.846
2.5562,42,4.161137441,1.101895735,2184,37.87,-122.25,3.714
0.949,52,2.524109015,0.964360587,2016,37.87,-122.25,3.5
1.1696,52,2.436,0.944,1349,37.87,-122.25,5.00001
3.0417,48,4.690631808,1.126361656,1656,37.86,-122.25,4.896
7.0897,52,6.876237624,0.945544554,514,37.86,-122.25,4.462
5.0463,52,5.793220339,1.077966102,719,37.86,-122.25,4.563
1.7652,52,3.534521158,0.988864143,878,37.86,-122.25,3.368
5.3794,52,6.861016949,1.123728814,1316,37.86,-122.25,3.769
5.883,52,6.216080402,1.012562814,1104,37.82,-122.25,3.407
3.0161,52,4.67372134,0.998236332,1468,37.77,-122.25,2.157
3.1771,52,4.827906977,1.023255814,482,37.77,-122.25,2.102
3.4531,52,5.784090909,1.212121212,825,37.77,-122.25,2.088
4.3098,52,5.436708861,0.993670886,429,37.77,-122.25,1.979
3.2685,52,4.84494382,1.029213483,872,37.77,-122.25,2.542
2.975,43,4.111111111,1.054131054,2086,37.77,-122.25,2.434
4.4562,25,4.907692308,0.935897436,897,37.74,-122.25,2.062
3.567,52,4.550632911,1.025316456,1340,37.76,-122.25,2.529
5.7001,16,6.778195489,1.003759398,946,38.02,-122.25,2.051
5.6293,15,6.419230769,1.023076923,1834,38.03,-122.25,1.976
1.6767,30,4.087947883,0.96742671,779,38.05,-122.25,1.477
6.5006,16,7.445,1.0275,1531,38,-122.25,2.377
3.0469,16,5.764227642,1.116531165,1104,39.79,-122.25,0.722
4.2955,34,5.720588235,1.007352941,406,38.17,-122.25,1.213
2.9375,17,5.021396396,1.063063063,1812,38.16,-122.25,1.067
5.6396,19,5.961136024,1.050822123,3437,37.56,-122.25,4.303
4.8382,45,5.494444444,0.966666667,504,37.51,-122.25,2.894
4.7708,44,4.767123288,1.082191781,154,37.5,-122.25,2.538
4.95,45,5.507598784,1.021276596,752,37.5,-122.25,3.45
4.224,43,5.655097614,1.034707158,1225,37.49,-122.25,3.496
4.6366,40,5.311764706,1.021568627,1156,37.49,-122.25,3.955
6.142,44,6.013605442,1.010884354,1790,37.49,-122.25,3.947
5.0863,37,5.768092105,0.935855263,1663,37.48,-122.25,4.403
5.4688,38,6.262135922,1.203883495,265,37.47,-122.25,3.05
5.9062,35,6.535934292,1.057494867,1313,37.47,-122.25,3.832
7.1621,45,6.8575,0.975,974,37.48,-122.25,5.00001
7.6864,16,7.107544141,1.065810594,1677,37.53,-122.25,4.225
4.3594,14,5.04109589,0.996575342,876,37.52,-122.25,3.66
7.1088,33,6.980612245,0.969387755,2681,37.46,-122.25,4.433
10.2811,34,8.127371274,0.989159892,927,37.45,-122.25,5.00001
10.6514,33,6.981132075,0.79245283,153,37.39,-122.25,5.00001
2.5556,20,5.132478632,1.205128205,601,37.08,-122.25,1.775
3.8323,16,5.997821351,1.076252723,1414,40.6,-122.25,1.283
3.6413,15,5.487128713,1.081188119,1423,40.66,-122.25,1.085
2.8611,17,5.832653061,1.081632653,692,40.42,-122.25,0.987
2.2417,48,5.048484848,1.139393939,652,38.09,-122.25,0.879
2.3,52,3.594202899,1.246376812,173,38.1,-122.25,1.094
2.75,52,5.615141956,1.176656151,824,38.1,-122.25,1.099
2.5042,52,4.763374486,1.144032922,1113,38.1,-122.25,1.479
2.1411,52,4.456582633,1.042016807,817,38.1,-122.25,0.972
2.5865,47,4.681818182,1.041958042,794,38.12,-122.25,1.098
2.6133,49,5.163755459,1.100436681,1131,38.11,-122.25,1.031
2.1976,52,4.590322581,1.137096774,1519,38.11,-122.25,0.979
3.7014,24,5.493408663,1.02259887,1878,38.15,-122.25,1.236
1.8077,47,5.162790698,1.023255814,846,40.17,-122.25,0.541
1.9727,19,4.956386293,0.981308411,1741,40.17,-122.25,0.649
2.4375,15,5.128440367,1.058103976,858,40.15,-122.25,0.592
7.2574,52,8.288135593,1.073446328,496,37.85,-122.24,3.521
4.9306,52,6.18442623,0.922131148,674,37.82,-122.24,3.134
3.2727,52,4.442982456,1.057017544,709,37.81,-122.24,2.685
3.9,52,4.848189415,1.045961003,1444,37.82,-122.24,2.757
5.956,41,6.85106383,1.079787234,794,37.83,-122.24,3.661
4.9643,37,7.106382979,1.14893617,98,37.85,-122.24,3.35
5.1773,52,6.358558559,1.034234234,1177,37.84,-122.24,3.895
7.2354,52,7.117166213,0.994550409,901,37.85,-122.24,3.911
6.8591,52,7.599388379,0.957186544,953,37.81,-122.24,3.524
6.0302,52,5.8203125,0.9296875,634,37.81,-122.24,2.873
2.7477,52,4.333333333,1.138716356,918,37.81,-122.24,2.438
2.1944,52,5.074285714,0.96,360,37.8,-122.24,2.115
3.675,52,4.851351351,0.969111969,1048,37.81,-122.24,2.699
2.3173,27,3.804195804,1.146853147,1171,37.79,-122.24,1.25
2.2697,52,4.368421053,1,731,37.8,-122.24,1.27
2.1563,52,4.585014409,1.074927954,1118,37.8,-122.24,1.286
2.1348,52,4.734328358,1.188059701,1006,37.8,-122.24,1.406
2.6292,47,3.693140794,1.061371841,1213,37.8,-122.24,1.827
2.957,52,4.496259352,1.047381546,1321,37.8,-122.24,1.228
2.5238,49,4.192023634,1.106351551,1487,37.8,-122.24,1.693
2.1638,39,3.776349614,1.107969152,1464,37.79,-122.24,1.055
2.125,47,4.528052805,1.303630363,1237,37.79,-122.24,0.955
3.375,52,4.011904762,1.071428571,647,37.79,-122.24,1.161
2.2542,43,4.554621849,1.053221289,1284,37.79,-122.24,1.122
7.8521,52,7.794392523,1.051401869,517,37.86,-122.24,5.00001
9.3959,52,7.512096774,0.955645161,1366,37.85,-122.24,5.00001
5.8948,52,7.740088106,1.083700441,585,37.83,-122.24,4.578
8.1194,52,7.75,0.987341772,916,37.83,-122.24,4.716
6.155,52,7.048076923,0.994230769,1470,37.82,-122.24,3.986
2.6411,52,5.170403587,1.053811659,481,37.77,-122.24,2.41
3.6417,52,4.587131367,1.034852547,885,37.77,-122.24,2.063
2.3882,43,3.590225564,1.067669173,585,37.77,-122.24,1.625
3.4762,52,5.305084746,1.093220339,979,37.76,-122.24,2.44
2.6833,52,4.139013453,1.056053812,827,37.76,-122.24,2.409
4.9489,45,6.102739726,0,384,37.75,-122.24,2.471
4.8711,27,5.08281054,0.944792974,1499,37.75,-122.24,2.866
3.0718,52,5.068965517,1.11302682,1128,37.76,-122.24,2.667
3.6719,49,4.93495935,1.067073171,1110,37.76,-122.24,2.298
4.6094,52,6.185542169,1.05060241,1119,37.76,-122.24,2.293
4.5213,21,5.693117409,1.011336032,2930,37.73,-122.24,2.284
7.611,5,6.855776306,1.061442237,7427,37.72,-122.24,3.507
5.7862,11,6.758558559,1.018018018,1949,38.01,-122.24,2.694
6.0102,16,6.788273616,1.026058632,1154,38.01,-122.24,2.356
4.9167,33,6.454545455,1.090909091,91,38.25,-122.24,1.875
6.1089,38,6.8,1.056140351,823,38.31,-122.24,2.808
5.1071,41,6.918128655,1.187134503,455,37.47,-122.24,3.141
6.1244,40,5.240418118,0.940766551,689,37.47,-122.24,3.088
4.8966,45,6.176646707,1.041916168,1722,37.48,-122.24,3.621
3.5322,40,4.540733198,1.045824847,2080,37.48,-122.24,3.619
6.2154,47,5.953316953,1,1010,37.48,-122.24,3.627
3.7463,30,4.976430976,0.993265993,1191,37.49,-122.24,4.276
3.8684,38,4.515951595,1.04510451,2561,37.49,-122.24,2.656
2.5833,19,3.156862745,1.098039216,191,37.49,-122.24,5.00001
6.7413,3,6.322051282,1.205128205,2198,37.55,-122.24,4.359
4.5556,35,5.236238532,1.126146789,1148,37.47,-122.24,3.186
3.929,36,4.678240741,1.002314815,1117,37.47,-122.24,3.031
6.1043,36,5.54556213,0.924260355,2254,37.46,-122.24,3.435
7.652,36,6.392572944,0.957559682,934,37.43,-122.24,5.00001
4.559,23,6.556213018,1.118343195,1006,40.51,-122.24,1.168
3.5978,27,6.013333333,1.07,782,40.45,-122.24,0.806
2.6098,13,5.042553191,1.10453284,2957,38.07,-122.24,1.625
2.9432,49,6.029315961,1.159609121,849,38.1,-122.24,1.035
3.0507,52,4.427645788,1.062634989,1277,38.11,-122.24,1.073
2.3241,42,5.11143695,1.137829912,889,38.11,-122.24,0.992
4.775,52,6.535603715,0.959752322,772,38.11,-122.24,1.482
4.0938,37,5.979591837,1.046382189,1325,38.13,-122.24,1.269
4.2902,39,5.673040153,0.956022945,1243,38.12,-122.24,1.524
4.0114,42,6.687242798,1.049382716,578,38.12,-122.24,1.669
3.724,15,5.15127582,1.068651276,5008,38.14,-122.24,1.316
4.4529,10,6.006167401,1.046696035,4163,38.15,-122.24,1.441
3.7,29,5.883076923,1.033846154,859,40.19,-122.24,0.705
1.6483,39,4.390781563,0.987975952,1307,40.18,-122.24,0.608
1.577,51,4.813765182,1.182186235,1083,40.17,-122.24,0.519
2.035,19,5.060728745,1.030364372,1293,40.16,-122.24,0.551
8.3252,41,6.984126984,1.023809524,322,37.88,-122.23,4.526
5.8596,50,6.742627346,1.069705094,970,37.84,-122.23,3.276
5.2868,47,6.546391753,0.936082474,1098,37.84,-122.23,3.476
6.3434,52,6.947890819,1.019851117,1061,37.85,-122.23,3.736
3.1603,52,4.4291939,1.058823529,787,37.8,-122.23,2.695
4.7708,52,6.727699531,1.075117371,612,37.81,-122.23,3.147
8.8793,52,8.972868217,1.131782946,861,37.81,-122.23,4.103
7.508,52,7.994318182,1.036931818,878,37.81,-122.23,3.487
2.3833,52,4.638132296,1.124513619,772,37.8,-122.23,1.469
1.9375,52,4.209677419,0.989247312,488,37.8,-122.23,1.266
1.9028,51,4.056122449,1.056122449,949,37.8,-122.23,1.279
2.25,50,4.207228916,1.156626506,1149,37.8,-122.23,1.235
2.3929,52,4.471428571,1.067857143,844,37.8,-122.23,1.119
2.1917,43,4.844029245,1.091795288,4367,37.79,-122.23,1.128
2.9357,52,4.327669903,0.958737864,1659,37.79,-122.23,1.079
1.8854,30,3.798479087,1.003802281,1011,37.79,-122.23,1.375
2.57,52,4.202185792,1.12568306,612,37.77,-122.23,0.72
2.6429,52,3.746031746,1.158730159,415,37.78,-122.23,0.713
3.0257,52,4.046948357,1.009389671,994,37.78,-122.23,0.808
1.9338,43,3.242009132,1.077625571,1506,37.78,-122.23,1.125
1.4844,52,3.866666667,1.011764706,1008,37.78,-122.23,1.194
1.6009,44,3.115845539,1.098535286,2813,37.78,-122.23,1.181
2.0375,48,4.944606414,1.15451895,1481,37.79,-122.23,1.225
2.293,49,5.365296804,0.99086758,859,37.79,-122.23,1.063
1.6198,30,4.357142857,1.035714286,425,37.79,-122.23,1.227
1.3281,40,5.054347826,1.081521739,564,37.79,-122.23,1.133
7.8772,52,8.282548476,1.049861496,947,37.83,-122.23,5.00001
12.2138,52,9.210227273,1.039772727,1001,37.82,-122.23,5.00001
8.1872,52,8.268292683,1.032520325,1005,37.82,-122.23,4.661
12.3804,52,9.122715405,1.033942559,1192,37.82,-122.23,5.00001
8.7477,52,9,1.134078212,556,37.82,-122.23,5.00001
5.2128,52,5.862934363,0.996138996,1242,37.76,-122.23,2.899
4.7188,52,7.068535826,1.00623053,805,37.76,-122.23,3.353
5.2915,52,8.12345679,1.092592593,378,37.76,-122.23,3.33
3.3214,52,4.825,1.11875,409,37.77,-122.23,1.896
5.1039,52,5.628037383,1.013084112,1303,37.76,-122.23,2.738
4.1458,52,5.960227273,1.051136364,374,37.76,-122.23,2.485
5.75,52,6.739130435,0.972332016,658,37.76,-122.23,3.063
3.9632,50,5.753731343,1.078358209,654,37.75,-122.23,2.4
3.125,52,5.252918288,1.035019455,490,38.06,-122.23,1.711
2.5517,52,5.845117845,1.205387205,638,38.05,-122.23,1.471
1.9375,16,5.303664921,1.036649215,1031,39.75,-122.23,0.731
1.3708,8,3.889570552,1.030674847,1237,39.53,-122.23,1.25
1.8942,45,4.861111111,0,225,38.17,-122.23,2.167
5.5368,31,6.405959032,1.068901304,1538,38.33,-122.23,3.259
2.3333,11,2.434782609,0.953623188,1338,37.49,-122.23,2.417
3.3015,33,4.334728033,1.122733612,1895,37.48,-122.23,2.677
3.623,39,4.161264822,0.995256917,3057,37.47,-122.23,2.766
2.7969,38,4.067010309,1.028350515,879,37.48,-122.23,2.984
4.2232,33,6.18969555,1.086651054,1015,37.46,-122.23,3.637
4.4167,26,5.005359057,1.113612004,2103,37.46,-122.23,3.338
5.6629,36,5.665116279,0.983255814,3081,37.46,-122.23,3.436
